ride ID,rider name,driver ID,promotion used?,wait time,ride duration,ride cost,revenue earned
528.0,Jennifer Howard,4360.0,yes,13.0,16.0,18.89,3.778
3777.0,Patricia James,610.0,yes,16.0,15.0,15.69,3.138
4305.0,Stephanie Carter,2666.0,yes,7.0,30.0,28.75,5.75
5034.0,Michael Hernandez,2938.0,yes,22.0,16.0,17.3,3.46
2307.0,Mckenzie Diaz,1708.0,yes,24.0,8.0,11.94,2.388
9690.0,Tiffany Foster,1634.0,yes,13.0,26.0,36.34,7.268000000000001
6059.0,Amy Howard,3232.0,yes,7.0,11.0,9.68,1.936
7685.0,Jesse Davis,3464.0,yes,14.0,13.0,14.58,2.916
8232.0,Jermaine Wells,1584.0,yes,16.0,5.0,7.48,1.496
640.0,Sabrina Cain,1341.0,yes,13.0,6.0,2.38,0.476
21.0,Sabrina Smith,61.0,yes,10.0,20.0,15.53,3.106
3374.0,Maria Walker,1068.0,yes,8.0,29.0,40.54,8.108
6844.0,Austin Ritter,4957.0,yes,16.0,12.0,4.03,0.806
2305.0,Gina Nelson,1620.0,yes,18.0,21.0,26.96,5.392
8538.0,Laurie Bell,3905.0,yes,11.0,23.0,32.81,6.562
7920.0,Steve Reed,3287.0,yes,12.0,14.0,18.18,3.636
5538.0,Allison Jones,1103.0,yes,8.0,16.0,16.86,3.372
1719.0,Caitlin Barrett,4987.0,yes,16.0,10.0,8.93,1.786
7413.0,Denise Allen,522.0,yes,24.0,30.0,23.45,4.6899999999999995
825.0,Andrea Gonzalez,4028.0,yes,13.0,15.0,22.37,4.474
1421.0,Henry Edwards,1.0,yes,13.0,6.0,5.62,1.124
6932.0,Pedro Webster,3256.0,yes,15.0,25.0,31.55,6.3100000000000005
7063.0,Randall Boone,1086.0,yes,21.0,29.0,42.78,8.556000000000001
1078.0,Gail Hunter,844.0,yes,22.0,12.0,17.14,3.428
5606.0,Taylor Johnson,1218.0,yes,6.0,7.0,5.0,1.0
8009.0,Holly Holt,2837.0,yes,6.0,14.0,13.07,2.614
5221.0,Tara Wu,227.0,yes,19.0,22.0,26.71,5.3420000000000005
4673.0,Leroy Garner,675.0,yes,17.0,30.0,37.25,7.45
6596.0,Veronica Combs,4921.0,yes,15.0,13.0,11.48,2.2960000000000003
2578.0,Megan Taylor,2453.0,yes,10.0,22.0,31.51,6.3020000000000005
9303.0,Elizabeth Lewis,3647.0,yes,13.0,9.0,13.3,2.66
4814.0,Arthur Murphy,2346.0,yes,12.0,7.0,6.46,1.292
1316.0,Susan Barker,2819.0,yes,19.0,20.0,20.79,4.1579999999999995
4116.0,Michael Carter,1505.0,yes,7.0,10.0,10.69,2.138
2235.0,Christina Ballard,4909.0,yes,14.0,15.0,15.37,3.074
6163.0,Samantha Sanders,1640.0,yes,14.0,15.0,20.4,4.08
6578.0,Kimberly Fuentes,677.0,yes,19.0,8.0,3.53,0.706
6259.0,Jonathan Shepherd MD,202.0,yes,11.0,17.0,3.9,0.78
3009.0,Nicholas Johnson,493.0,yes,19.0,9.0,7.63,1.526
6325.0,Brian Morris,1792.0,yes,21.0,26.0,25.25,5.05
1742.0,Stephanie Jackson,2326.0,yes,14.0,24.0,28.32,5.664
8150.0,Christina Davis,1175.0,yes,8.0,15.0,10.3,2.06
8359.0,Sydney Ross,4980.0,yes,13.0,18.0,15.54,3.1079999999999997
3256.0,Mark Forbes,4914.0,yes,14.0,14.0,19.62,3.9240000000000004
4014.0,Brandon Mcgrath,2307.0,yes,12.0,14.0,16.45,3.29
5305.0,Jeffrey Webb,3807.0,yes,16.0,27.0,37.28,7.456
821.0,Rachel Carroll,2953.0,yes,22.0,11.0,10.4,2.08
1129.0,Michael Henry,1004.0,yes,10.0,11.0,13.54,2.7079999999999997
1407.0,Stephanie Perez,1580.0,yes,10.0,30.0,37.97,7.593999999999999
3.0,Trevor Simpson,4897.0,yes,23.0,9.0,11.35,2.27
8471.0,Tyler Johnson,4690.0,yes,12.0,30.0,36.95,7.390000000000001
4579.0,Kevin Harrell,1413.0,yes,7.0,30.0,38.25,7.65
3163.0,William Brown,4273.0,yes,21.0,9.0,13.1,2.62
2663.0,Monique Soto,3706.0,yes,20.0,26.0,23.42,4.684
8039.0,Matthew Fry,2951.0,yes,16.0,25.0,36.61,7.322
4780.0,Steven Clayton,3654.0,yes,6.0,8.0,5.43,1.0859999999999999
2651.0,David Cruz,3144.0,yes,17.0,20.0,12.97,2.5940000000000003
7501.0,James Castaneda,515.0,yes,15.0,13.0,14.75,2.95
1501.0,Rebecca Fox,4599.0,yes,23.0,30.0,44.67,8.934000000000001
7828.0,Anthony Martin,3131.0,yes,21.0,5.0,5.22,1.044
7494.0,Carl French,4711.0,yes,16.0,29.0,29.77,5.954
4038.0,Carlos Hart,2868.0,yes,9.0,7.0,6.44,1.288
9355.0,Jesse Johnson,4117.0,yes,11.0,11.0,13.53,2.706
9357.0,Todd White,4578.0,yes,6.0,25.0,31.81,6.362
6104.0,Felicia Sanchez,4367.0,yes,13.0,12.0,14.62,2.924
6169.0,Molly Wilson,201.0,yes,5.0,10.0,9.82,1.964
3032.0,Christine Morrison,282.0,yes,8.0,26.0,28.29,5.6579999999999995
5079.0,Jay Hahn,4343.0,yes,22.0,24.0,35.27,7.054
3291.0,Barry Taylor,3896.0,yes,22.0,15.0,7.17,1.434
4990.0,Jennifer Pitts,2255.0,yes,15.0,18.0,21.27,4.254
1126.0,Karen Mitchell,2271.0,yes,14.0,24.0,35.32,7.064
6700.0,Devon Willis,529.0,yes,12.0,18.0,18.4,3.6799999999999997
7616.0,Mr. Christopher Shelton Jr.,4439.0,yes,6.0,9.0,7.41,1.482
7869.0,Susan Mendez,921.0,yes,15.0,25.0,29.88,5.976
4609.0,Christine Wilson,4139.0,yes,21.0,11.0,8.47,1.6940000000000002
4008.0,Alyssa Walton,2271.0,yes,12.0,24.0,27.82,5.564
2159.0,Michael Williams,1192.0,yes,14.0,6.0,4.97,0.994
9946.0,Miranda Robbins,3678.0,yes,8.0,28.0,2.81,0.562
3013.0,Jose Molina,4743.0,yes,11.0,12.0,16.49,3.2979999999999996
6002.0,Courtney Fields,378.0,yes,8.0,16.0,18.78,3.7560000000000002
9344.0,Elizabeth Johnson,951.0,yes,7.0,22.0,15.7,3.1399999999999997
721.0,Marilyn Mitchell,3730.0,yes,10.0,18.0,25.09,5.018
835.0,Andrew Snyder,4203.0,yes,21.0,15.0,19.28,3.8560000000000003
3129.0,Peggy Mcgee MD,3320.0,yes,24.0,10.0,1.41,0.282
5115.0,Scott Johnson,297.0,yes,7.0,23.0,26.83,5.366
1937.0,Sandra Haynes,3336.0,yes,21.0,7.0,10.02,2.004
6441.0,Robert Holland,1997.0,yes,16.0,19.0,21.14,4.228
6218.0,Luis Robertson,2157.0,yes,8.0,7.0,8.8,1.7600000000000002
1151.0,Craig Schwartz,1787.0,yes,10.0,12.0,11.17,2.234
8787.0,Larry Smith,4901.0,yes,6.0,12.0,14.8,2.96
480.0,Jessica Wilson,829.0,yes,18.0,15.0,13.56,2.712
2318.0,Susan Franco,635.0,yes,5.0,26.0,33.34,6.668000000000001
5197.0,Frederick Taylor,4030.0,yes,11.0,24.0,31.47,6.294
2346.0,Patrick Cardenas,309.0,yes,5.0,10.0,2.45,0.49000000000000005
9616.0,Brad Anderson,3020.0,yes,11.0,10.0,11.8,2.3600000000000003
3990.0,David Hickman,1598.0,yes,18.0,25.0,35.26,7.052
3326.0,Jonathan Elliott,403.0,yes,5.0,17.0,22.33,4.465999999999999
1199.0,Tracy Martin,147.0,yes,10.0,29.0,18.98,3.7960000000000003
4950.0,Maria Houston,3052.0,yes,22.0,9.0,12.99,2.598
2531.0,Jason Powell,931.0,yes,6.0,21.0,24.95,4.99
1275.0,Allison Hood DVM,3571.0,yes,23.0,26.0,24.39,4.878
5863.0,Maria Schmidt,1735.0,yes,6.0,26.0,25.97,5.194
8995.0,Dawn Harris,1816.0,yes,20.0,22.0,21.68,4.336
4035.0,Trevor Sullivan,927.0,yes,13.0,19.0,12.14,2.428
1566.0,Ashley Pearson MD,4697.0,yes,20.0,8.0,8.01,1.6019999999999999
9167.0,Jeffrey Freeman,2825.0,yes,13.0,22.0,25.56,5.112
2528.0,Justin Lucero,3563.0,yes,11.0,20.0,25.0,5.0
1471.0,Barry Nguyen,4956.0,yes,7.0,23.0,24.07,4.814
6615.0,Mrs. Elizabeth Ramirez,4442.0,yes,15.0,5.0,5.26,1.052
3355.0,Michael Friedman,3407.0,yes,6.0,12.0,16.31,3.2619999999999996
4415.0,Alan James,3692.0,yes,7.0,27.0,30.37,6.074
8953.0,Megan Curry,2226.0,yes,5.0,27.0,14.6,2.92
7807.0,Samantha Flores,539.0,yes,15.0,21.0,20.66,4.132
3427.0,Derek Graves,4376.0,yes,11.0,6.0,2.14,0.42800000000000005
3733.0,Charles Silva,2326.0,yes,12.0,21.0,27.82,5.564
8426.0,Stacy Hopkins,4437.0,yes,8.0,20.0,22.89,4.578
1914.0,Tonya Campbell,511.0,yes,23.0,30.0,18.28,3.656
6906.0,Caroline Bell,4582.0,yes,15.0,7.0,5.69,1.1380000000000001
6077.0,Heather Oneill,604.0,yes,14.0,27.0,27.02,5.404
1322.0,Sara Berg,4189.0,yes,13.0,8.0,10.42,2.084
6912.0,Mark Bennett,869.0,yes,16.0,8.0,10.05,2.0100000000000002
9251.0,Kaitlyn Phillips,1276.0,yes,7.0,11.0,12.47,2.494
5236.0,Brandon Simpson,39.0,yes,7.0,11.0,13.91,2.782
7964.0,Michael Clark,278.0,yes,22.0,10.0,12.89,2.5780000000000003
1630.0,Adrian Hughes,3294.0,yes,13.0,10.0,4.93,0.986
3191.0,Jeffrey Wade,3320.0,yes,21.0,5.0,7.36,1.472
1242.0,Megan Green,2488.0,yes,20.0,18.0,20.79,4.1579999999999995
7683.0,Taylor Mejia,4061.0,yes,24.0,19.0,22.51,4.502000000000001
5278.0,Amanda Wilkins,4826.0,yes,15.0,18.0,26.98,5.396
1012.0,Suzanne Hopkins,640.0,yes,7.0,15.0,22.2,4.4399999999999995
7677.0,Dawn Campbell,685.0,yes,19.0,14.0,19.84,3.968
9262.0,Bonnie Harrell,4815.0,yes,13.0,9.0,6.05,1.21
6113.0,Kristen Joyce,3418.0,yes,16.0,10.0,4.94,0.9880000000000001
6232.0,Yolanda Chambers,1124.0,yes,13.0,26.0,24.07,4.814
7307.0,Jordan Harris,4075.0,yes,18.0,6.0,7.03,1.4060000000000001
6613.0,Jonathon Tran,4051.0,yes,24.0,23.0,24.05,4.8100000000000005
9549.0,Carol Stephens,1870.0,yes,15.0,20.0,26.79,5.358
1259.0,Randy Wilson,1132.0,yes,9.0,12.0,12.79,2.558
5336.0,Jonathan Bruce,1264.0,yes,6.0,20.0,27.07,5.414
4947.0,Lindsey Saunders,4309.0,yes,16.0,18.0,25.86,5.172
3663.0,Kayla Waters,2806.0,yes,24.0,16.0,18.85,3.7700000000000005
1746.0,Aaron Williams,4414.0,yes,14.0,28.0,26.16,5.232
9256.0,Scott Cox,2511.0,yes,13.0,27.0,36.46,7.292
8874.0,Mark Walker,2812.0,yes,10.0,5.0,7.42,1.484
3095.0,Cassandra Howard,3681.0,yes,13.0,19.0,4.84,0.968
2305.0,Mary Acosta,1783.0,yes,8.0,27.0,31.62,6.324
25.0,Larry Carter,4985.0,yes,21.0,21.0,20.41,4.082
9494.0,Lacey Andrews,506.0,yes,23.0,16.0,21.52,4.304
87.0,Wendy Kelly,4792.0,yes,15.0,14.0,17.79,3.558
6465.0,Kevin Vargas,1221.0,yes,23.0,28.0,27.44,5.488
7434.0,Jason Petty,4922.0,yes,7.0,7.0,5.5,1.1
7953.0,Collin Mays,4693.0,yes,24.0,30.0,39.76,7.952
2521.0,Jamie Huang,2080.0,yes,22.0,25.0,18.42,3.684
931.0,John Mcclure,1709.0,yes,8.0,7.0,0.69,0.13799999999999998
7612.0,Shawn Floyd,966.0,yes,12.0,21.0,27.7,5.54
2578.0,Ann Jordan,4215.0,yes,15.0,18.0,26.31,5.262
9076.0,Anna Cole,1269.0,yes,20.0,24.0,23.75,4.75
2222.0,John Harris,3255.0,yes,19.0,29.0,32.26,6.452
1398.0,Kathleen Nelson,2153.0,yes,22.0,29.0,40.41,8.081999999999999
6437.0,Cheryl Diaz,4815.0,yes,20.0,20.0,17.03,3.406
6566.0,Shannon Lee,3047.0,yes,21.0,14.0,4.61,0.922
204.0,Christopher Thomas,4838.0,yes,15.0,25.0,34.17,6.8340000000000005
1306.0,Christian Hernandez,3080.0,yes,6.0,17.0,21.71,4.3420000000000005
3150.0,William Morgan,979.0,yes,5.0,16.0,10.32,2.064
8935.0,Tasha Moss,4963.0,yes,8.0,16.0,21.25,4.25
5203.0,Kiara Gonzales,1606.0,yes,16.0,11.0,5.38,1.076
4070.0,Natasha Smith,2069.0,yes,20.0,12.0,16.86,3.372
1592.0,Jennifer Richards,4449.0,yes,16.0,9.0,11.9,2.38
1062.0,Nicole Haley,3401.0,yes,18.0,26.0,32.58,6.516
6580.0,Charles Hall,2391.0,yes,10.0,9.0,12.3,2.46
2798.0,Lori Gray,1481.0,yes,5.0,21.0,25.35,5.07
8941.0,Miguel Allen,1612.0,yes,17.0,24.0,13.9,2.7800000000000002
760.0,Daniel Jenkins,1730.0,yes,24.0,24.0,31.99,6.398
9147.0,Jack Ramirez,1157.0,yes,24.0,20.0,21.92,4.384
9021.0,Dean Nelson,3806.0,yes,6.0,10.0,10.38,2.076
8820.0,Rhonda Moran,4659.0,yes,11.0,23.0,21.65,4.33
6018.0,Tiffany Carter,4348.0,yes,19.0,25.0,31.42,6.284000000000001
3590.0,Shawn Wood,2218.0,yes,9.0,20.0,26.72,5.343999999999999
7378.0,Sheila Haley,3957.0,yes,15.0,19.0,8.97,1.794
309.0,Tiffany Castillo,1792.0,yes,15.0,25.0,34.84,6.968000000000001
2550.0,Samuel Johnson,3075.0,yes,8.0,19.0,24.31,4.862
7300.0,Stephen Mason,1765.0,yes,17.0,30.0,38.55,7.709999999999999
1763.0,Martin Juarez,1837.0,yes,16.0,28.0,13.15,2.63
406.0,Amy Smith,1525.0,yes,15.0,6.0,6.46,1.292
6377.0,Natasha Beard,3989.0,yes,10.0,28.0,37.93,7.586
3749.0,John Terry,2406.0,yes,11.0,9.0,9.89,1.9780000000000002
3054.0,Annette Wise DVM,3161.0,yes,10.0,18.0,12.62,2.524
2154.0,Dr. Joseph Perez,2571.0,yes,6.0,23.0,29.98,5.996
5437.0,Ashley Mercer,299.0,yes,16.0,20.0,21.9,4.38
8010.0,Danielle Reed,3492.0,yes,20.0,21.0,24.28,4.856
9571.0,Jennifer Jones,2836.0,yes,18.0,13.0,14.97,2.994
7271.0,Makayla Rivera,131.0,yes,10.0,25.0,27.71,5.542
7269.0,Sarah Schwartz,2118.0,yes,10.0,20.0,12.63,2.5260000000000002
2882.0,Brian Stevens,86.0,yes,9.0,22.0,10.83,2.166
8563.0,Deborah Elliott,4553.0,yes,6.0,18.0,23.4,4.68
2922.0,Billy Holt Jr.,2830.0,yes,21.0,18.0,25.89,5.178
9463.0,Michelle Fuentes,4277.0,yes,11.0,22.0,23.24,4.648
5321.0,Sandra Davis,796.0,yes,14.0,8.0,6.34,1.268
325.0,Shannon Barrett,2584.0,yes,13.0,17.0,23.37,4.674
1994.0,Kristina Ford,2879.0,yes,21.0,6.0,7.73,1.546
476.0,Kimberly Fowler,4313.0,yes,18.0,17.0,10.34,2.068
1483.0,Henry Garcia,3857.0,yes,8.0,30.0,41.82,8.364
3322.0,Jillian Benitez,2146.0,yes,7.0,18.0,7.24,1.448
4902.0,Robin Mclaughlin,3040.0,yes,24.0,14.0,16.64,3.3280000000000003
8312.0,John Martinez,2644.0,yes,13.0,5.0,4.04,0.808
3321.0,Deanna Snyder,2595.0,yes,7.0,9.0,11.36,2.272
8735.0,Glenn Patterson,3924.0,yes,7.0,24.0,33.68,6.736
3521.0,Stephanie Obrien,2237.0,yes,14.0,27.0,39.91,7.981999999999999
633.0,Rose Lee,4761.0,yes,7.0,20.0,18.27,3.654
5726.0,Barbara Thomas,1273.0,yes,8.0,6.0,4.42,0.884
7575.0,Helen Hancock,440.0,yes,11.0,14.0,17.1,3.4200000000000004
1527.0,Colleen Miller,3099.0,yes,21.0,27.0,39.84,7.968000000000001
657.0,Erica Williams,1014.0,yes,17.0,9.0,9.86,1.972
6711.0,Lori Hobbs,3630.0,yes,23.0,25.0,15.26,3.052
4880.0,Shelley Rosales,3996.0,yes,15.0,15.0,21.91,4.382
1935.0,Bradley Doyle,2012.0,yes,14.0,20.0,12.07,2.414
3556.0,Alejandro Walker,1703.0,yes,11.0,17.0,22.29,4.458
9453.0,Tiffany Smith,4619.0,yes,7.0,7.0,9.73,1.9460000000000002
1296.0,Justin Roth,447.0,yes,15.0,23.0,27.5,5.5
9854.0,Jennifer Hall,3703.0,yes,24.0,8.0,11.4,2.2800000000000002
4948.0,Alison Williams,3132.0,yes,24.0,7.0,4.62,0.924
9316.0,Mr. Timothy Mora,3935.0,yes,15.0,14.0,12.24,2.448
2007.0,Yvonne Bennett,2033.0,yes,6.0,5.0,4.59,0.9179999999999999
8036.0,Eddie Simpson,3158.0,yes,16.0,29.0,29.09,5.818
5652.0,Jasmin Benitez,941.0,yes,5.0,8.0,8.9,1.78
4693.0,Brittany Harris,550.0,yes,9.0,26.0,7.55,1.51
197.0,Peggy Love,76.0,yes,22.0,29.0,36.1,7.220000000000001
2281.0,James Phillips,2465.0,yes,6.0,7.0,10.25,2.05
5098.0,Daniel Henderson,4944.0,yes,13.0,18.0,10.12,2.024
661.0,Ariel Suarez,1151.0,yes,5.0,17.0,24.62,4.924
2394.0,Janice Leach,2183.0,yes,13.0,9.0,11.66,2.332
487.0,Dean Collins,3711.0,yes,16.0,14.0,18.32,3.664
4068.0,Lisa Austin,3670.0,yes,19.0,27.0,28.21,5.642
1129.0,Sean Mcdonald,2870.0,yes,10.0,9.0,10.84,2.168
568.0,Dennis Kelly,4037.0,yes,13.0,29.0,18.03,3.6060000000000003
8247.0,Timothy Koch,1801.0,yes,19.0,5.0,5.13,1.026
1301.0,Kristi Jarvis,4938.0,yes,17.0,16.0,15.58,3.116
3740.0,Amanda Moore,2957.0,yes,8.0,26.0,29.74,5.9479999999999995
5574.0,Shannon Bullock,3725.0,yes,12.0,28.0,5.94,1.1880000000000002
1651.0,Leslie Coleman,2501.0,yes,12.0,18.0,15.91,3.182
1692.0,Janet Khan,453.0,yes,5.0,12.0,10.55,2.1100000000000003
2465.0,Jennifer Gay,258.0,yes,21.0,26.0,26.05,5.21
1977.0,Sarah Meyer,3006.0,yes,17.0,22.0,29.92,5.984
243.0,Amber Crawford,2543.0,yes,19.0,8.0,9.24,1.848
9243.0,Ronald Walker,4819.0,yes,7.0,25.0,22.27,4.454
5240.0,John Morrison,1115.0,yes,8.0,14.0,13.26,2.652
7894.0,Cathy Oliver,4604.0,yes,24.0,29.0,35.24,7.048
7040.0,Beth Scott,786.0,yes,11.0,15.0,17.96,3.592
7167.0,Richard Friedman,2603.0,yes,20.0,10.0,6.6,1.3199999999999998
3324.0,Alexander Miller,2680.0,yes,8.0,10.0,5.96,1.192
1068.0,Heather Mahoney,3802.0,yes,15.0,7.0,10.1,2.02
5004.0,Meagan Russell,4857.0,yes,16.0,20.0,26.6,5.32
2699.0,Elaine Curry,1395.0,yes,19.0,11.0,14.79,2.9579999999999997
2100.0,Kevin Maddox,4132.0,yes,19.0,7.0,7.69,1.538
3965.0,Jamie Morrison,2079.0,yes,14.0,15.0,19.33,3.8659999999999997
2829.0,Deborah Luna,2750.0,yes,11.0,20.0,21.19,4.238
9236.0,Joshua Schaefer MD,2698.0,yes,18.0,14.0,15.73,3.146
9598.0,Bryan Oconnor,1263.0,yes,21.0,22.0,23.74,4.747999999999999
6018.0,Steven Sanders,503.0,yes,8.0,17.0,21.26,4.252000000000001
6585.0,Chad Lee,2392.0,yes,7.0,5.0,5.71,1.142
7253.0,Tiffany Turner,1241.0,yes,23.0,29.0,36.55,7.31
6240.0,Bryan Hays,1867.0,yes,23.0,11.0,15.58,3.116
5121.0,Craig Henry,2580.0,yes,24.0,7.0,10.1,2.02
8386.0,Amanda Jacobs,1928.0,yes,17.0,5.0,7.3,1.46
785.0,Andrew Banks,2964.0,yes,7.0,5.0,7.09,1.418
7065.0,Megan Hill,168.0,yes,11.0,20.0,17.76,3.5520000000000005
1454.0,Holly Cook,3483.0,yes,20.0,7.0,9.22,1.844
7081.0,Phillip Sampson,536.0,yes,13.0,21.0,23.36,4.672
2206.0,Michael Pace,2600.0,yes,14.0,8.0,11.17,2.234
6515.0,Brady Martinez,1417.0,yes,19.0,24.0,30.2,6.04
3.0,Barbara Robertson,3976.0,yes,24.0,20.0,20.03,4.006
3743.0,Donna Myers,4849.0,yes,24.0,17.0,23.35,4.67
7452.0,Sarah Stevenson,1909.0,yes,13.0,14.0,18.56,3.7119999999999997
6213.0,Travis Williams,3374.0,yes,14.0,13.0,14.75,2.95
5661.0,Mark Hawkins,4100.0,yes,22.0,6.0,3.93,0.786
5210.0,Kurt Medina,1288.0,yes,15.0,12.0,12.58,2.516
7723.0,Eric Patel,4858.0,yes,8.0,29.0,20.49,4.098
5868.0,Mark Davis,2271.0,yes,16.0,5.0,2.25,0.45
8419.0,Austin Garcia,1139.0,yes,8.0,28.0,18.77,3.754
3320.0,Melissa Rivera,4562.0,yes,19.0,25.0,21.74,4.348
6674.0,Emily Clark,3979.0,yes,13.0,17.0,9.28,1.8559999999999999
2695.0,Billy Bowen,1489.0,yes,13.0,24.0,35.84,7.168000000000001
1839.0,Tracy Mendoza,4548.0,yes,20.0,7.0,7.96,1.592
9216.0,Mr. Alejandro Knight,4737.0,yes,18.0,25.0,24.54,4.9079999999999995
237.0,Michael Anderson,3149.0,yes,23.0,30.0,39.13,7.8260000000000005
8732.0,Jason Heath,2917.0,yes,21.0,27.0,31.54,6.308
7102.0,Steven Gonzalez,2980.0,yes,14.0,26.0,38.42,7.684
7785.0,Larry Watkins,4839.0,yes,14.0,16.0,20.45,4.09
6951.0,Nicholas Leach,4452.0,yes,13.0,7.0,3.24,0.648
762.0,Mr. Mark Ward,3245.0,yes,8.0,18.0,20.92,4.184
6791.0,Robert Thomas,1888.0,yes,17.0,23.0,29.68,5.936
6304.0,Michael Davis,1325.0,yes,17.0,30.0,41.77,8.354000000000001
5777.0,Nathaniel Morrison,2997.0,yes,15.0,16.0,15.39,3.0780000000000003
9148.0,Courtney Watkins,3472.0,yes,13.0,5.0,4.54,0.908
6990.0,James Robinson,2932.0,yes,15.0,25.0,32.73,6.545999999999999
5648.0,Amy Thompson,4917.0,yes,9.0,9.0,10.81,2.162
8562.0,Jasmine Thompson,3510.0,yes,18.0,23.0,18.81,3.7619999999999996
2469.0,Johnny Anderson,4041.0,yes,19.0,6.0,2.89,0.5780000000000001
5406.0,Matthew Fox,2560.0,yes,19.0,5.0,3.42,0.6839999999999999
6274.0,Jason Mclaughlin,2322.0,yes,18.0,16.0,22.86,4.572
6639.0,Tracy Taylor,3632.0,yes,8.0,19.0,15.56,3.112
1264.0,Jonathan Hill,2623.0,yes,21.0,21.0,16.88,3.376
8329.0,Austin Lewis,4110.0,yes,24.0,23.0,10.16,2.032
3496.0,Alicia Hansen,4924.0,yes,12.0,16.0,23.35,4.67
7252.0,Cynthia Blake,3702.0,yes,15.0,8.0,5.87,1.174
3595.0,Emily Scott,4875.0,yes,10.0,19.0,11.96,2.3920000000000003
4025.0,Janice Estes,1994.0,yes,18.0,15.0,21.81,4.362
4858.0,Angela Kennedy,1233.0,yes,17.0,19.0,18.0,3.6
1607.0,Christina Valdez,3248.0,yes,21.0,16.0,6.5,1.3
4149.0,Daniel Cordova,3970.0,yes,11.0,6.0,6.02,1.204
4502.0,Melanie Fuentes,4543.0,yes,10.0,7.0,7.47,1.494
5328.0,Matthew Bennett,1434.0,yes,10.0,21.0,16.05,3.21
7387.0,Michael Sandoval,4107.0,yes,18.0,26.0,34.57,6.914
3674.0,Jordan Booth DVM,2573.0,yes,19.0,15.0,13.65,2.73
6999.0,Anthony Griffin,998.0,yes,11.0,17.0,15.69,3.138
2051.0,Tracy Payne,600.0,yes,16.0,8.0,3.32,0.6639999999999999
7956.0,John Bell,3341.0,yes,11.0,22.0,17.46,3.492
3624.0,Brittany Snyder,597.0,yes,13.0,21.0,29.62,5.924
5606.0,Wyatt Morris,4788.0,yes,11.0,9.0,11.09,2.218
5484.0,Amanda Reed,2426.0,yes,15.0,20.0,19.07,3.814
3836.0,Barbara Edwards,2379.0,yes,14.0,15.0,20.27,4.054
1382.0,Robert Hamilton,3948.0,yes,11.0,9.0,10.55,2.1100000000000003
6858.0,Stacy Smith,3673.0,yes,22.0,11.0,15.58,3.116
3540.0,Rhonda Mckee,2783.0,yes,6.0,12.0,15.5,3.1
8245.0,Kristina Wright,4668.0,yes,21.0,12.0,11.93,2.386
5195.0,Jessica Gray,2397.0,yes,5.0,8.0,9.15,1.83
5020.0,Sandra Hill,983.0,yes,24.0,12.0,11.91,2.382
5536.0,Justin Obrien,1383.0,yes,17.0,7.0,9.8,1.9600000000000002
1479.0,Anita Austin,2192.0,yes,16.0,19.0,27.15,5.43
6126.0,Robert Bradley,129.0,yes,21.0,15.0,19.43,3.886
4863.0,Brandi Woods,4835.0,yes,10.0,12.0,14.38,2.8760000000000003
3214.0,Charlene Richards,2623.0,yes,15.0,23.0,24.51,4.902
1919.0,Samuel West,4042.0,yes,7.0,27.0,15.43,3.086
7447.0,Anthony Clements,2077.0,yes,13.0,13.0,13.96,2.7920000000000003
3112.0,Mary Roberts,1644.0,yes,15.0,6.0,4.87,0.974
6887.0,Randy Sparks,2295.0,yes,8.0,7.0,7.27,1.454
7837.0,Victoria Hansen,2634.0,yes,17.0,12.0,9.22,1.844
1257.0,James Douglas,2875.0,yes,9.0,27.0,39.18,7.836
7479.0,Christy Walls,1647.0,yes,12.0,28.0,17.66,3.532
8027.0,Ashlee Martin,3412.0,yes,9.0,18.0,18.81,3.7619999999999996
7735.0,Mary Wilson,440.0,yes,19.0,28.0,29.49,5.898
9585.0,Shawna Walker,1262.0,yes,11.0,24.0,35.5,7.1
6789.0,Steven Perez,1905.0,yes,5.0,15.0,12.51,2.502
4216.0,Mary Logan,930.0,yes,19.0,28.0,27.72,5.544
6241.0,Yesenia Wood,1441.0,yes,22.0,7.0,4.4,0.8800000000000001
6802.0,Julie Bridges,4700.0,yes,12.0,8.0,7.64,1.528
9188.0,Sharon Mcdonald,1153.0,yes,22.0,20.0,26.92,5.384
2026.0,Jamie Smith,3878.0,yes,8.0,29.0,42.68,8.536
641.0,Stephen King,319.0,yes,6.0,25.0,28.92,5.784000000000001
4990.0,Debra Johnson DVM,387.0,yes,5.0,14.0,12.12,2.424
6438.0,Kevin Ramos,3389.0,yes,5.0,30.0,35.46,7.0920000000000005
8196.0,Justin Luna,1725.0,yes,19.0,21.0,29.87,5.974
9756.0,William Stark,3031.0,yes,19.0,29.0,13.05,2.6100000000000003
1486.0,Jordan Miller,1667.0,yes,12.0,26.0,23.9,4.779999999999999
538.0,Robert Duncan,744.0,yes,18.0,12.0,15.82,3.164
955.0,Jill Smith,2249.0,yes,7.0,20.0,20.63,4.1259999999999994
5545.0,Sheila Johnson,318.0,yes,20.0,6.0,4.4,0.8800000000000001
3340.0,Erin Brooks,2197.0,yes,20.0,14.0,11.64,2.3280000000000003
4970.0,Gabriel Barajas,3148.0,yes,14.0,26.0,37.87,7.574
3033.0,Roberta Sanders,4375.0,yes,21.0,26.0,24.8,4.96
900.0,Kimberly Gross,2486.0,yes,8.0,14.0,14.64,2.928
6285.0,Kristie Lopez,1594.0,yes,21.0,30.0,31.93,6.386
